"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"TKL protein kinase STKR Type 1 subfamily","Type1","phosphorylation",0.18806036800709472,1,46
"TKL protein kinase STKR Type 1 subfamily","Type1","positive regulation of apoptotic process",0.18806036800709472,1,8
"TKL protein kinase STKR Type 1 subfamily","Type1","positive regulation of catalytic activity",0.18806036800709472,1,24
"TKL protein kinase STKR Type 1 subfamily","Type1","regulation of protein localization",0.18806036800709472,1,7
"TKL protein kinase STKR Type 1 subfamily","Type1","reproduction",0.18806036800709472,1,10
"TKL protein kinase STKR Type 1 subfamily","Type1","response to stress",0.18806036800709472,1,24
"TKL protein kinase STKR Type 1 subfamily","Type1","signal transduction",0.18806036800709472,1,39
"TKL protein kinase STKR Type 2 subfamily","Type2","aging",0.022957202114578454,0,6
"TKL protein kinase STKR Type 2 subfamily","Type2","anatomical structure development",0.022957202114578454,0,13
"TKL protein kinase STKR Type 2 subfamily","Type2","anatomical structure formation involved in morphogenesis",0.022957202114578454,0,12
"TKL protein kinase STKR Type 2 subfamily","Type2","cell death",0.022957202114578454,0,16
"TKL protein kinase STKR Type 2 subfamily","Type2","cell differentiation",0.022957202114578454,0,27
"TKL protein kinase STKR Type 2 subfamily","Type2","cellular protein modification process",0.022957202114578454,0,46
"TKL protein kinase STKR Type 2 subfamily","Type2","embryo development",0.022957202114578454,0,9
"TKL protein kinase STKR Type 2 subfamily","Type2","female pregnancy",0.022957202114578454,0,2
"TKL protein kinase STKR Type 2 subfamily","Type2","growth",0.022957202114578454,0,4
"TKL protein kinase STKR Type 2 subfamily","Type2","immune system process",0.022957202114578454,0,21
"TKL protein kinase STKR Type 2 subfamily","Type2","multicellular organismal development",0.022957202114578454,0,29
"TKL protein kinase STKR Type 2 subfamily","Type2","phosphorylation",0.022957202114578454,0,46
"TKL protein kinase STKR Type 2 subfamily","Type2","positive regulation of catalytic activity",0.022957202114578454,0,24
"TKL protein kinase STKR Type 2 subfamily","Type2","response to stress",0.022957202114578454,0,24
"TKL protein kinase STKR Type 2 subfamily","Type2","signal transduction",0.022957202114578454,0,39
"TKL protein kinase STKR Type 2 subfamily","Type2","vesicle-mediated transport",0.022957202114578454,0,7
"TKL protein kinase STKR1","Stkr1","anatomical structure development",0.020441344348597252,0,13
"TKL protein kinase STKR1","Stkr1","anatomical structure formation involved in morphogenesis",0.020441344348597252,0,12
"TKL protein kinase STKR1","Stkr1","cell cycle",0.020441344348597252,0,11
"TKL protein kinase STKR1","Stkr1","cell differentiation",0.020441344348597252,0,27
"TKL protein kinase STKR1","Stkr1","cell motility",0.020441344348597252,0,10
"TKL protein kinase STKR1","Stkr1","cellular protein modification process",0.020441344348597252,0,46
"TKL protein kinase STKR1","Stkr1","embryo development",0.020441344348597252,0,9
"TKL protein kinase STKR1","Stkr1","multicellular organismal development",0.020441344348597252,0,29
"TKL protein kinase STKR1","Stkr1","phosphorylation",0.020441344348597252,0,46
"TKL protein kinase STKR1","Stkr1","reproduction",0.020441344348597252,0,10
"TKL protein kinase STKR1","Stkr1","response to stress",0.020441344348597252,0,24
"TKL protein kinase STKR1","Stkr1","signal transduction",0.020441344348597252,0,39
"Tyrosine protein kinase DDR family","Ddr","cell adhesion",0.038366830931213305,0,5
"Tyrosine protein kinase DDR family","Ddr","cell proliferation",0.038366830931213305,0,9
"Tyrosine protein kinase DDR family","Ddr","cellular protein modification process",0.038366830931213305,0,46
"Tyrosine protein kinase DDR family","Ddr","extracellular matrix organization",0.038366830931213305,0,2
"Tyrosine protein kinase DDR family","Ddr","growth",0.038366830931213305,0,4
"Tyrosine protein kinase DDR family","Ddr","multicellular organismal development",0.038366830931213305,0,29
"Tyrosine protein kinase DDR family","Ddr","phosphorylation",0.038366830931213305,0,46
"Tyrosine protein kinase DDR family","Ddr","positive regulation of catalytic activity",0.038366830931213305,0,24
"Tyrosine protein kinase DDR family","Ddr","signal transduction",0.038366830931213305,0,39
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure development",0.44436337791642955,2,13
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure formation involved in morphogenesis",0.44436337791642955,2,12
"Tyrosine protein kinase FGFR family","Fgfr","biosynthetic process",0.44436337791642955,2,9
"Tyrosine protein kinase FGFR family","Fgfr","cell death",0.44436337791642955,2,16
"Tyrosine protein kinase FGFR family","Fgfr","cell differentiation",0.44436337791642955,2,27
"Tyrosine protein kinase FGFR family","Fgfr","cell division",0.44436337791642955,2,3
"Tyrosine protein kinase FGFR family","Fgfr","cell morphogenesis",0.44436337791642955,2,10
"Tyrosine protein kinase FGFR family","Fgfr","cell motility",0.44436337791642955,2,10
"Tyrosine protein kinase FGFR family","Fgfr","cell proliferation",0.44436337791642955,2,9
"Tyrosine protein kinase FGFR family","Fgfr","cell-cell signaling",0.44436337791642955,2,10
"Tyrosine protein kinase FGFR family","Fgfr","cellular nitrogen compound metabolic process",0.44436337791642955,2,6
"Tyrosine protein kinase FGFR family","Fgfr","cellular protein modification process",0.44436337791642955,2,46
"Tyrosine protein kinase FGFR family","Fgfr","developmental maturation",0.44436337791642955,2,3
"Tyrosine protein kinase FGFR family","Fgfr","embryo development",0.44436337791642955,2,9
"Tyrosine protein kinase FGFR family","Fgfr","growth",0.44436337791642955,2,4
"Tyrosine protein kinase FGFR family","Fgfr","immune system process",0.44436337791642955,2,21
"Tyrosine protein kinase FGFR family","Fgfr","lipid metabolic process",0.44436337791642955,2,3
"Tyrosine protein kinase FGFR family","Fgfr","multicellular organismal development",0.44436337791642955,2,29
"Tyrosine protein kinase FGFR family","Fgfr","neurological system process",0.44436337791642955,2,5
"Tyrosine protein kinase FGFR family","Fgfr","phosphorylation",0.44436337791642955,2,46
"Tyrosine protein kinase FGFR family","Fgfr","positive regulation of catalytic activity",0.44436337791642955,2,24
"Tyrosine protein kinase FGFR family","Fgfr","reproduction",0.44436337791642955,2,10
"Tyrosine protein kinase FGFR family","Fgfr","signal transduction",0.44436337791642955,2,39
"Tyrosine protein kinase InsR family","InsR","anatomical structure development",0.4742391888874563,3,13
"Tyrosine protein kinase InsR family","InsR","carbohydrate metabolic process",0.4742391888874563,3,3
"Tyrosine protein kinase InsR family","InsR","cell differentiation",0.4742391888874563,3,27
"Tyrosine protein kinase InsR family","InsR","cellular protein modification process",0.4742391888874563,3,46
"Tyrosine protein kinase InsR family","InsR","homeostatic process",0.4742391888874563,3,7
"Tyrosine protein kinase InsR family","InsR","immune system process",0.4742391888874563,3,21
"Tyrosine protein kinase InsR family","InsR","multicellular organismal development",0.4742391888874563,3,29
"Tyrosine protein kinase InsR family","InsR","phosphorylation",0.4742391888874563,3,46
"Tyrosine protein kinase InsR family","InsR","positive regulation of catalytic activity",0.4742391888874563,3,24
"Tyrosine protein kinase InsR family","InsR","protein complex assembly",0.4742391888874563,3,7
"Tyrosine protein kinase InsR family","InsR","regulation of catalytic activity",0.4742391888874563,3,5
"Tyrosine protein kinase InsR family","InsR","reproduction",0.4742391888874563,3,10
"Tyrosine protein kinase InsR family","InsR","signal transduction",0.4742391888874563,3,39
"Tyrosine protein kinase InsR family","InsR","symbiosis, encompassing mutualism through parasitism",0.4742391888874563,3,1
"Tyrosine protein kinase JakB family","Jakb","cell differentiation",0.5132349842601649,2,27
"Tyrosine protein kinase JakB family","Jakb","cell motility",0.5132349842601649,2,10
"Tyrosine protein kinase JakB family","Jakb","cellular protein modification process",0.5132349842601649,2,46
"Tyrosine protein kinase JakB family","Jakb","homeostatic process",0.5132349842601649,2,7
"Tyrosine protein kinase JakB family","Jakb","immune system process",0.5132349842601649,2,21
"Tyrosine protein kinase JakB family","Jakb","multicellular organismal development",0.5132349842601649,2,29
"Tyrosine protein kinase JakB family","Jakb","nucleocytoplasmic transport",0.5132349842601649,2,2
"Tyrosine protein kinase JakB family","Jakb","phosphorylation",0.5132349842601649,2,46
"Tyrosine protein kinase JakB family","Jakb","positive regulation of catalytic activity",0.5132349842601649,2,24
"Tyrosine protein kinase JakB family","Jakb","protein targeting",0.5132349842601649,2,2
"Tyrosine protein kinase JakB family","Jakb","response to stress",0.5132349842601649,2,24
"Tyrosine protein kinase JakB family","Jakb","signal transduction",0.5132349842601649,2,39
"Tyrosine protein kinase Met family","Met","cell differentiation",0.7899793385180969,14,27
"Tyrosine protein kinase Met family","Met","cell morphogenesis",0.7899793385180969,14,10
"Tyrosine protein kinase Met family","Met","cell proliferation",0.7899793385180969,14,9
"Tyrosine protein kinase Met family","Met","cellular protein modification process",0.7899793385180969,14,46
"Tyrosine protein kinase Met family","Met","locomotion",0.7899793385180969,14,5
"Tyrosine protein kinase Met family","Met","multicellular organismal development",0.7899793385180969,14,29
"Tyrosine protein kinase Met family","Met","phosphorylation",0.7899793385180969,14,46
"Tyrosine protein kinase Met family","Met","signal transduction",0.7899793385180969,14,39
"Tyrosine protein kinase PDGFR family","Pdgfr","anatomical structure development",0.49468053323605354,17,13
"Tyrosine protein kinase PDGFR family","Pdgfr","anatomical structure formation involved in morphogenesis",0.49468053323605354,17,12
"Tyrosine protein kinase PDGFR family","Pdgfr","biosynthetic process",0.49468053323605354,17,9
"Tyrosine protein kinase PDGFR family","Pdgfr","cell adhesion",0.49468053323605354,17,5
"Tyrosine protein kinase PDGFR family","Pdgfr","cell death",0.49468053323605354,17,16
"Tyrosine protein kinase PDGFR family","Pdgfr","cell differentiation",0.49468053323605354,17,27
"Tyrosine protein kinase PDGFR family","Pdgfr","cell division",0.49468053323605354,17,3
"Tyrosine protein kinase PDGFR family","Pdgfr","cell junction organization",0.49468053323605354,17,1
"Tyrosine protein kinase PDGFR family","Pdgfr","cell morphogenesis",0.49468053323605354,17,10
"Tyrosine protein kinase PDGFR family","Pdgfr","cell motility",0.49468053323605354,17,10
"Tyrosine protein kinase PDGFR family","Pdgfr","cell proliferation",0.49468053323605354,17,9
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular component assembly",0.49468053323605354,17,4
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular protein modification process",0.49468053323605354,17,46
"Tyrosine protein kinase PDGFR family","Pdgfr","cytoskeleton organization",0.49468053323605354,17,5
"Tyrosine protein kinase PDGFR family","Pdgfr","embryo development",0.49468053323605354,17,9
"Tyrosine protein kinase PDGFR family","Pdgfr","homeostatic process",0.49468053323605354,17,7
"Tyrosine protein kinase PDGFR family","Pdgfr","immune system process",0.49468053323605354,17,21
"Tyrosine protein kinase PDGFR family","Pdgfr","lipid metabolic process",0.49468053323605354,17,3
"Tyrosine protein kinase PDGFR family","Pdgfr","locomotion",0.49468053323605354,17,5
"Tyrosine protein kinase PDGFR family","Pdgfr","multicellular organismal development",0.49468053323605354,17,29
"Tyrosine protein kinase PDGFR family","Pdgfr","neurological system process",0.49468053323605354,17,5
"Tyrosine protein kinase PDGFR family","Pdgfr","phosphorylation",0.49468053323605354,17,46
"Tyrosine protein kinase PDGFR family","Pdgfr","pigmentation",0.49468053323605354,17,1
"Tyrosine protein kinase PDGFR family","Pdgfr","positive regulation of catalytic activity",0.49468053323605354,17,24
"Tyrosine protein kinase PDGFR family","Pdgfr","regulation of protein localization",0.49468053323605354,17,7
"Tyrosine protein kinase PDGFR family","Pdgfr","reproduction",0.49468053323605354,17,10
"Tyrosine protein kinase PDGFR family","Pdgfr","response to stress",0.49468053323605354,17,24
"Tyrosine protein kinase PDGFR family","Pdgfr","response to toxic substance",0.49468053323605354,17,2
"Tyrosine protein kinase PDGFR family","Pdgfr","signal transduction",0.49468053323605354,17,39
"Tyrosine protein kinase PDGFR family","Pdgfr","vesicle-mediated transport",0.49468053323605354,17,7
"Tyrosine protein kinase Ret family","Ret","anatomical structure formation involved in morphogenesis",0.12170461942934056,6,12
"Tyrosine protein kinase Ret family","Ret","cell adhesion",0.12170461942934056,6,5
"Tyrosine protein kinase Ret family","Ret","cell differentiation",0.12170461942934056,6,27
"Tyrosine protein kinase Ret family","Ret","cell motility",0.12170461942934056,6,10
"Tyrosine protein kinase Ret family","Ret","cellular protein modification process",0.12170461942934056,6,46
"Tyrosine protein kinase Ret family","Ret","developmental maturation",0.12170461942934056,6,3
"Tyrosine protein kinase Ret family","Ret","embryo development",0.12170461942934056,6,9
"Tyrosine protein kinase Ret family","Ret","immune system process",0.12170461942934056,6,21
"Tyrosine protein kinase Ret family","Ret","multicellular organismal development",0.12170461942934056,6,29
"Tyrosine protein kinase Ret family","Ret","phosphorylation",0.12170461942934056,6,46
"Tyrosine protein kinase Ret family","Ret","positive regulation of apoptotic process",0.12170461942934056,6,8
"Tyrosine protein kinase Ret family","Ret","positive regulation of catalytic activity",0.12170461942934056,6,24
"Tyrosine protein kinase Ret family","Ret","proteolysis",0.12170461942934056,6,2
"Tyrosine protein kinase Ret family","Ret","response to stress",0.12170461942934056,6,24
"Tyrosine protein kinase Ret family","Ret","signal transduction",0.12170461942934056,6,39
"Tyrosine protein kinase Ret family","Ret","zymogen activation",0.12170461942934056,6,2
"Tyrosine protein kinase Tec family","Tec","anatomical structure development",0.2078727479141967,1,13
"Tyrosine protein kinase Tec family","Tec","biosynthetic process",0.2078727479141967,1,9
"Tyrosine protein kinase Tec family","Tec","cell death",0.2078727479141967,1,16
"Tyrosine protein kinase Tec family","Tec","cell differentiation",0.2078727479141967,1,27
"Tyrosine protein kinase Tec family","Tec","cellular nitrogen compound metabolic process",0.2078727479141967,1,6
"Tyrosine protein kinase Tec family","Tec","cellular protein modification process",0.2078727479141967,1,46
"Tyrosine protein kinase Tec family","Tec","developmental maturation",0.2078727479141967,1,3
"Tyrosine protein kinase Tec family","Tec","immune system process",0.2078727479141967,1,21
"Tyrosine protein kinase Tec family","Tec","phosphorylation",0.2078727479141967,1,46
"Tyrosine protein kinase Tec family","Tec","response to stress",0.2078727479141967,1,24
"Tyrosine protein kinase Tec family","Tec","signal transduction",0.2078727479141967,1,39
"Tyrosine protein kinase Tie family","Tie","anatomical structure formation involved in morphogenesis",0.09560259510728561,3,12
"Tyrosine protein kinase Tie family","Tie","cell adhesion",0.09560259510728561,3,5
"Tyrosine protein kinase Tie family","Tie","cell differentiation",0.09560259510728561,3,27
"Tyrosine protein kinase Tie family","Tie","cell morphogenesis",0.09560259510728561,3,10
"Tyrosine protein kinase Tie family","Tie","cell motility",0.09560259510728561,3,10
"Tyrosine protein kinase Tie family","Tie","cell proliferation",0.09560259510728561,3,9
"Tyrosine protein kinase Tie family","Tie","cell-cell signaling",0.09560259510728561,3,10
"Tyrosine protein kinase Tie family","Tie","cellular protein modification process",0.09560259510728561,3,46
"Tyrosine protein kinase Tie family","Tie","circulatory system process",0.09560259510728561,3,2
"Tyrosine protein kinase Tie family","Tie","immune system process",0.09560259510728561,3,21
"Tyrosine protein kinase Tie family","Tie","multicellular organismal development",0.09560259510728561,3,29
"Tyrosine protein kinase Tie family","Tie","phosphorylation",0.09560259510728561,3,46
"Tyrosine protein kinase Tie family","Tie","positive regulation of catalytic activity",0.09560259510728561,3,24
"Tyrosine protein kinase Tie family","Tie","protein complex assembly",0.09560259510728561,3,7
"Tyrosine protein kinase Tie family","Tie","response to stress",0.09560259510728561,3,24
"Tyrosine protein kinase Tie family","Tie","signal transduction",0.09560259510728561,3,39
"Tyrosine protein kinase Trk family","Trk","aging",0.3349235650962473,1,6
"Tyrosine protein kinase Trk family","Trk","anatomical structure development",0.3349235650962473,1,13
"Tyrosine protein kinase Trk family","Trk","cell death",0.3349235650962473,1,16
"Tyrosine protein kinase Trk family","Trk","cell differentiation",0.3349235650962473,1,27
"Tyrosine protein kinase Trk family","Trk","cell morphogenesis",0.3349235650962473,1,10
"Tyrosine protein kinase Trk family","Trk","cellular protein modification process",0.3349235650962473,1,46
"Tyrosine protein kinase Trk family","Trk","immune system process",0.3349235650962473,1,21
"Tyrosine protein kinase Trk family","Trk","locomotion",0.3349235650962473,1,5
"Tyrosine protein kinase Trk family","Trk","microtubule-based process",0.3349235650962473,1,2
"Tyrosine protein kinase Trk family","Trk","multicellular organismal development",0.3349235650962473,1,29
"Tyrosine protein kinase Trk family","Trk","neurological system process",0.3349235650962473,1,5
"Tyrosine protein kinase Trk family","Trk","phosphorylation",0.3349235650962473,1,46
"Tyrosine protein kinase Trk family","Trk","positive regulation of catalytic activity",0.3349235650962473,1,24
"Tyrosine protein kinase Trk family","Trk","reproduction",0.3349235650962473,1,10
"Tyrosine protein kinase Trk family","Trk","response to stress",0.3349235650962473,1,24
"Tyrosine protein kinase Trk family","Trk","signal transduction",0.3349235650962473,1,39
"Tyrosine protein kinase VEGFR family","Vegfr","anatomical structure formation involved in morphogenesis",0.0553488708515864,0,12
"Tyrosine protein kinase VEGFR family","Vegfr","cellular protein modification process",0.0553488708515864,0,46
"Tyrosine protein kinase VEGFR family","Vegfr","multicellular organismal development",0.0553488708515864,0,29
"Tyrosine protein kinase VEGFR family","Vegfr","phosphorylation",0.0553488708515864,0,46
"Tyrosine protein kinase VEGFR family","Vegfr","signal transduction",0.0553488708515864,0,39
