"target_pref_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"Bradykinin B2 receptor","Epilepsy, Lateral Temporal",0.035754418224537746,0
"Bradykinin B2 receptor","Epilepsy, Temporal Lobe",0.035754418224537746,0
"Bradykinin B2 receptor","Extravasation of Contrast Media",0.035754418224537746,0
"Bradykinin B2 receptor","Extravasation of Diagnostic and Therapeutic Materials",0.035754418224537746,0
"Bradykinin B2 receptor","Hemorrhage",0.035754418224537746,0
"Bradykinin B2 receptor","Hyperalgesia",0.035754418224537746,0
"Bradykinin B2 receptor","Hyperalgesia, Primary",0.035754418224537746,0
"Bradykinin B2 receptor","Hyperalgesia, Secondary",0.035754418224537746,0
"Bradykinin B2 receptor","Hyperalgesia, Thermal",0.035754418224537746,0
"Bradykinin B2 receptor","Hyperemia",0.035754418224537746,0
"Bradykinin B2 receptor","Hypertensive disease",0.035754418224537746,0
"Bradykinin B2 receptor","Hypotension",0.035754418224537746,0
"Bradykinin B2 receptor","Inflammation",0.035754418224537746,0
"Bradykinin B2 receptor","Kidney Failure, Acute",0.035754418224537746,0
"Bradykinin B2 receptor","Major Depressive Disorder",0.035754418224537746,0
"Bradykinin B2 receptor","Mechanical Allodynia",0.035754418224537746,0
"Bradykinin B2 receptor","Myocardial Diseases, Secondary",0.035754418224537746,0
"Bradykinin B2 receptor","Pain",0.035754418224537746,0
"Bradykinin B2 receptor","Pain, Burning",0.035754418224537746,0
"Bradykinin B2 receptor","Pain, Crushing",0.035754418224537746,0
"Bradykinin B2 receptor","Pain, Migratory",0.035754418224537746,0
"Bradykinin B2 receptor","Pain, Splitting",0.035754418224537746,0
"Bradykinin B2 receptor","Radiating pain",0.035754418224537746,0
"Bradykinin B2 receptor","Reactive Hyperemia",0.035754418224537746,0
"Bradykinin B2 receptor","Rheumatoid Arthritis",0.035754418224537746,0
"Bradykinin B2 receptor","Suffering, Physical",0.035754418224537746,0
"Bradykinin B2 receptor","Tactile Allodynia",0.035754418224537746,0
"Bradykinin B2 receptor","Thrombosis",0.035754418224537746,0
"Bradykinin B2 receptor","Thrombus",0.035754418224537746,0
"Bradykinin B2 receptor","Uncinate Epilepsy",0.035754418224537746,0
"Bradykinin B2 receptor","Unipolar Depression",0.035754418224537746,0
"Bradykinin B2 receptor","Vascular System Injuries",0.035754418224537746,0
"Bradykinin B2 receptor","Venous Engorgement",0.035754418224537746,0
"Breakpoint cluster region protein","Bipolar Disorder",0.015323322096230461,0
"Breakpoint cluster region protein","Blast Phase",0.015323322096230461,0
"Breakpoint cluster region protein","Burkitt Lymphoma",0.015323322096230461,0
"Breakpoint cluster region protein","Childhood Acute Lymphoblastic Leukemia",0.015323322096230461,0
"Breakpoint cluster region protein","Chromosome 22q11.2 Deletion Syndrome, Distal",0.015323322096230461,0
"Breakpoint cluster region protein","Leukemia, Lymphocytic, Acute, L2",0.015323322096230461,0
"Breakpoint cluster region protein","Liver Cirrhosis, Experimental",0.015323322096230461,0
"Breakpoint cluster region protein","Major Depressive Disorder",0.015323322096230461,0
"Breakpoint cluster region protein","Myeloid Leukemia, Chronic",0.015323322096230461,0
"Breakpoint cluster region protein","Myeloproliferative disease",0.015323322096230461,0
"Breakpoint cluster region protein","Necrosis",0.015323322096230461,0
"Breakpoint cluster region protein","Neoplasms, Experimental",0.015323322096230461,0
"Breakpoint cluster region protein","Precursor B-cell lymphoblastic leukemia",0.015323322096230461,0
"Breakpoint cluster region protein","Precursor Cell Lymphoblastic Leukemia Lymphoma",0.015323322096230461,0
"Breakpoint cluster region protein","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",0.015323322096230461,0
"Breakpoint cluster region protein","Transitional cell carcinoma of bladder",0.015323322096230461,0
"Breakpoint cluster region protein","Unipolar Depression",0.015323322096230461,0
"C-X-C chemokine receptor type 4","Breast Carcinoma",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Congenital anemia",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Cytopenia",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Juvenile arthritis",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Juvenile psoriatic arthritis",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Juvenile-Onset Still Disease",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Malignant neoplasm of breast",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Mammary Neoplasms",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Mammary Neoplasms, Human",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neoplasm Invasiveness",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neoplasm Metastasis",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neoplastic Cell Transformation",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Nerve Pain",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Atypical",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Iliohypogastric Nerve",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Ilioinguinal",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Perineal",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Stump",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Supraorbital",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Neuralgia, Vidian",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Paroxysmal Nerve Pain",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","Rheumatoid Arthritis",0.0025538870160384105,0
"C-X-C chemokine receptor type 4","WHIM syndrome",0.0025538870160384105,0
"CaM kinase II delta","Liver Cirrhosis, Experimental",0.005107774032076821,0
"CaM kinase II delta","Myocardial Ischemia",0.005107774032076821,0
"CaM kinase II delta","Polycystic Ovary Syndrome",0.005107774032076821,0
"CaM kinase II delta","Sclerocystic Ovaries",0.005107774032076821,0
"Cannabinoid CB1 receptor","Absence Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Ache",0.5439779344161814,2
"Cannabinoid CB1 receptor","Akinetic-Rigid Variant of Huntington Disease",0.5439779344161814,2
"Cannabinoid CB1 receptor","Alcoholic Intoxication, Chronic",0.5439779344161814,2
"Cannabinoid CB1 receptor","Allodynia",0.5439779344161814,2
"Cannabinoid CB1 receptor","Anxiety Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Anxiety States, Neurotic",0.5439779344161814,2
"Cannabinoid CB1 receptor","Anxiety neurosis (finding)",0.5439779344161814,2
"Cannabinoid CB1 receptor","Atonic Absence Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Attention Deficit Disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Attention deficit hyperactivity disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Binge eating disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Bipolar Disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cannabis Abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cannabis Dependence",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cannabis-Related Disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Catalepsy",0.5439779344161814,2
"Cannabinoid CB1 receptor","Clasp-Knife Spasticity",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cocaine Abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cocaine Dependence",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cocaine-Related Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Complex Partial Status Epilepticus",0.5439779344161814,2
"Cannabinoid CB1 receptor","Complex partial seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Convulsions",0.5439779344161814,2
"Cannabinoid CB1 receptor","Convulsive Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Cutaneous Melanoma",0.5439779344161814,2
"Cannabinoid CB1 receptor","Depressive disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Drug Dependence",0.5439779344161814,2
"Cannabinoid CB1 receptor","Drug Use Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Drug Withdrawal Symptoms",0.5439779344161814,2
"Cannabinoid CB1 receptor","Drug abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Drug habituation",0.5439779344161814,2
"Cannabinoid CB1 receptor","Endometrioma",0.5439779344161814,2
"Cannabinoid CB1 receptor","Endometriosis",0.5439779344161814,2
"Cannabinoid CB1 receptor","Epilepsy, Benign Psychomotor, Childhood",0.5439779344161814,2
"Cannabinoid CB1 receptor","Epilepsy, Lateral Temporal",0.5439779344161814,2
"Cannabinoid CB1 receptor","Epilepsy, Temporal Lobe",0.5439779344161814,2
"Cannabinoid CB1 receptor","Epileptic Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Epileptic drop attack",0.5439779344161814,2
"Cannabinoid CB1 receptor","Etat Marbre",0.5439779344161814,2
"Cannabinoid CB1 receptor","Fibrosis, Liver",0.5439779344161814,2
"Cannabinoid CB1 receptor","Generalized Absence Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Generalized seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Grand Mal Status Epilepticus",0.5439779344161814,2
"Cannabinoid CB1 receptor","Gustatory seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hashish Abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Huntington Disease",0.5439779344161814,2
"Cannabinoid CB1 receptor","Huntington Disease, Late Onset",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hyperalgesia",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hyperalgesia, Primary",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hyperalgesia, Secondary",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hyperalgesia, Thermal",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hypotension",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hypothermia, Accidental",0.5439779344161814,2
"Cannabinoid CB1 receptor","Hypothermia, natural",0.5439779344161814,2
"Cannabinoid CB1 receptor","Jacksonian Seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Juvenile Huntington Disease",0.5439779344161814,2
"Cannabinoid CB1 receptor","Liver Cirrhosis",0.5439779344161814,2
"Cannabinoid CB1 receptor","Liver Cirrhosis, Experimental",0.5439779344161814,2
"Cannabinoid CB1 receptor","Major Depressive Disorder",0.5439779344161814,2
"Cannabinoid CB1 receptor","Malignant neoplasm of pancreas",0.5439779344161814,2
"Cannabinoid CB1 receptor","Marijuana Abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Mechanical Allodynia",0.5439779344161814,2
"Cannabinoid CB1 receptor","Mental Depression",0.5439779344161814,2
"Cannabinoid CB1 receptor","Minimal Brain Dysfunction",0.5439779344161814,2
"Cannabinoid CB1 receptor","Movement Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Multiple Sclerosis",0.5439779344161814,2
"Cannabinoid CB1 receptor","Multiple Sclerosis, Acute Fulminating",0.5439779344161814,2
"Cannabinoid CB1 receptor","Muscle Spasticity",0.5439779344161814,2
"Cannabinoid CB1 receptor","Myoclonic Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Nerve Degeneration",0.5439779344161814,2
"Cannabinoid CB1 receptor","Non-Convulsive Status Epilepticus",0.5439779344161814,2
"Cannabinoid CB1 receptor","Non-epileptic convulsion",0.5439779344161814,2
"Cannabinoid CB1 receptor","Nonepileptic Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Obesity",0.5439779344161814,2
"Cannabinoid CB1 receptor","Olfactory seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Organic Mental Disorders, Substance-Induced",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pain",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pain, Burning",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pain, Crushing",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pain, Migratory",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pain, Splitting",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pancreatic Neoplasm",0.5439779344161814,2
"Cannabinoid CB1 receptor","Pancreatitis",0.5439779344161814,2
"Cannabinoid CB1 receptor","Petit mal status",0.5439779344161814,2
"Cannabinoid CB1 receptor","Prescription Drug Abuse",0.5439779344161814,2
"Cannabinoid CB1 receptor","Radiating pain",0.5439779344161814,2
"Cannabinoid CB1 receptor","Rhabdomyosarcoma",0.5439779344161814,2
"Cannabinoid CB1 receptor","Schizophrenia",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures, Auditory",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures, Clonic",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures, Focal",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures, Sensory",0.5439779344161814,2
"Cannabinoid CB1 receptor","Seizures, Somatosensory",0.5439779344161814,2
"Cannabinoid CB1 receptor","Simple Partial Status Epilepticus",0.5439779344161814,2
"Cannabinoid CB1 receptor","Single Seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Spastic",0.5439779344161814,2
"Cannabinoid CB1 receptor","Status Epilepticus",0.5439779344161814,2
"Cannabinoid CB1 receptor","Status Epilepticus, Subclinical",0.5439779344161814,2
"Cannabinoid CB1 receptor","Substance Dependence",0.5439779344161814,2
"Cannabinoid CB1 receptor","Substance Use Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Substance Withdrawal Syndrome",0.5439779344161814,2
"Cannabinoid CB1 receptor","Substance abuse problem",0.5439779344161814,2
"Cannabinoid CB1 receptor","Substance-Related Disorders",0.5439779344161814,2
"Cannabinoid CB1 receptor","Suffering, Physical",0.5439779344161814,2
"Cannabinoid CB1 receptor","Tactile Allodynia",0.5439779344161814,2
"Cannabinoid CB1 receptor","Tonic - clonic seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Tonic Seizures",0.5439779344161814,2
"Cannabinoid CB1 receptor","Uncinate Epilepsy",0.5439779344161814,2
"Cannabinoid CB1 receptor","Unipolar Depression",0.5439779344161814,2
"Cannabinoid CB1 receptor","Vertiginous seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Visual seizure",0.5439779344161814,2
"Cannabinoid CB1 receptor","Waxy flexibility",0.5439779344161814,2
"Cannabinoid CB1 receptor","Weight Gain",0.5439779344161814,2
"Cannabinoid CB1 receptor","Withdrawal Symptoms",0.5439779344161814,2
"Cysteinyl leukotriene receptor 1","Asthma, Aspirin-Induced",0.030646644192460923,0
"Cysteinyl leukotriene receptor 1","Drug Allergy",0.030646644192460923,0
"Cysteinyl leukotriene receptor 1","Fractures, Closed",0.030646644192460923,0
"Cysteinyl leukotriene receptor 1","Fractures, Occult",0.030646644192460923,0
"Dopamine D1 receptor","Absence Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Alcoholic Intoxication, Chronic",0.10215548064153643,0
"Dopamine D1 receptor","Amphetamine Abuse",0.10215548064153643,0
"Dopamine D1 receptor","Amphetamine Addiction",0.10215548064153643,0
"Dopamine D1 receptor","Amphetamine-Related Disorders",0.10215548064153643,0
"Dopamine D1 receptor","Atonic Absence Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Autistic Disorder",0.10215548064153643,0
"Dopamine D1 receptor","Bipolar Disorder",0.10215548064153643,0
"Dopamine D1 receptor","Catalepsy",0.10215548064153643,0
"Dopamine D1 receptor","Cocaine Abuse",0.10215548064153643,0
"Dopamine D1 receptor","Cocaine Dependence",0.10215548064153643,0
"Dopamine D1 receptor","Cocaine-Related Disorders",0.10215548064153643,0
"Dopamine D1 receptor","Complex partial seizures",0.10215548064153643,0
"Dopamine D1 receptor","Convulsions",0.10215548064153643,0
"Dopamine D1 receptor","Convulsive Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Depression, Bipolar",0.10215548064153643,0
"Dopamine D1 receptor","Depressive disorder",0.10215548064153643,0
"Dopamine D1 receptor","Dyskinesia, Drug-Induced",0.10215548064153643,0
"Dopamine D1 receptor","Dyskinesia, Medication-Induced",0.10215548064153643,0
"Dopamine D1 receptor","Epileptic Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Epileptic drop attack",0.10215548064153643,0
"Dopamine D1 receptor","Etat Marbre",0.10215548064153643,0
"Dopamine D1 receptor","Generalized Absence Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Generalized seizures",0.10215548064153643,0
"Dopamine D1 receptor","Gustatory seizure",0.10215548064153643,0
"Dopamine D1 receptor","Hyperactive behavior",0.10215548064153643,0
"Dopamine D1 receptor","Hyperkinesia, Generalized",0.10215548064153643,0
"Dopamine D1 receptor","Hypotension",0.10215548064153643,0
"Dopamine D1 receptor","Jacksonian Seizure",0.10215548064153643,0
"Dopamine D1 receptor","Manic",0.10215548064153643,0
"Dopamine D1 receptor","Manic Disorder",0.10215548064153643,0
"Dopamine D1 receptor","Mental Depression",0.10215548064153643,0
"Dopamine D1 receptor","Movement Disorders",0.10215548064153643,0
"Dopamine D1 receptor","Myoclonic Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Non-epileptic convulsion",0.10215548064153643,0
"Dopamine D1 receptor","Nonepileptic Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Olfactory seizure",0.10215548064153643,0
"Dopamine D1 receptor","Parkinson Disease",0.10215548064153643,0
"Dopamine D1 receptor","Recurrent depression",0.10215548064153643,0
"Dopamine D1 receptor","Schizophrenia",0.10215548064153643,0
"Dopamine D1 receptor","Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Seizures, Auditory",0.10215548064153643,0
"Dopamine D1 receptor","Seizures, Clonic",0.10215548064153643,0
"Dopamine D1 receptor","Seizures, Focal",0.10215548064153643,0
"Dopamine D1 receptor","Seizures, Sensory",0.10215548064153643,0
"Dopamine D1 receptor","Seizures, Somatosensory",0.10215548064153643,0
"Dopamine D1 receptor","Single Seizure",0.10215548064153643,0
"Dopamine D1 receptor","Tonic - clonic seizures",0.10215548064153643,0
"Dopamine D1 receptor","Tonic Seizures",0.10215548064153643,0
"Dopamine D1 receptor","Vertiginous seizure",0.10215548064153643,0
"Dopamine D1 receptor","Visual seizure",0.10215548064153643,0
"Dopamine D1 receptor","Waxy flexibility",0.10215548064153643,0
"Dopamine D2 receptor","Absence Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Ache",1.3893145367248954,2
"Dopamine D2 receptor","Acquired Language Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Age-Related Memory Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Alcohol abuse",1.3893145367248954,2
"Dopamine D2 receptor","Alcoholic Intoxication, Chronic",1.3893145367248954,2
"Dopamine D2 receptor","Amphetamine Abuse",1.3893145367248954,2
"Dopamine D2 receptor","Amphetamine Addiction",1.3893145367248954,2
"Dopamine D2 receptor","Amphetamine-Related Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Anhedonia",1.3893145367248954,2
"Dopamine D2 receptor","Anxiety Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Anxiety States, Neurotic",1.3893145367248954,2
"Dopamine D2 receptor","Anxiety neurosis (finding)",1.3893145367248954,2
"Dopamine D2 receptor","Asterixis",1.3893145367248954,2
"Dopamine D2 receptor","Atonic Absence Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Attention Deficit Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Attention deficit hyperactivity disorder",1.3893145367248954,2
"Dopamine D2 receptor","Autosomal Dominant Juvenile Parkinson Disease",1.3893145367248954,2
"Dopamine D2 receptor","Autosomal Dominant Parkinsonism",1.3893145367248954,2
"Dopamine D2 receptor","Autosomal Recessive Parkinsonism",1.3893145367248954,2
"Dopamine D2 receptor","Ballismus",1.3893145367248954,2
"Dopamine D2 receptor","Basal Ganglia Diseases",1.3893145367248954,2
"Dopamine D2 receptor","Bipolar Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Bradycardia",1.3893145367248954,2
"Dopamine D2 receptor","Cannabis Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Catalepsy",1.3893145367248954,2
"Dopamine D2 receptor","Child Development Deviations",1.3893145367248954,2
"Dopamine D2 receptor","Child Development Disorders, Specific",1.3893145367248954,2
"Dopamine D2 receptor","Cocaine Abuse",1.3893145367248954,2
"Dopamine D2 receptor","Cocaine Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Cocaine-Related Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Cognition Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Complex partial seizures",1.3893145367248954,2
"Dopamine D2 receptor","Convulsions",1.3893145367248954,2
"Dopamine D2 receptor","Convulsive Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Delirium",1.3893145367248954,2
"Dopamine D2 receptor","Depressive disorder",1.3893145367248954,2
"Dopamine D2 receptor","Developmental Disabilities",1.3893145367248954,2
"Dopamine D2 receptor","Disruptive, Impulse Control, and Conduct Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Drug Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Drug Use Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Drug Withdrawal Symptoms",1.3893145367248954,2
"Dopamine D2 receptor","Drug abuse",1.3893145367248954,2
"Dopamine D2 receptor","Drug habituation",1.3893145367248954,2
"Dopamine D2 receptor","Dyskinesia, Drug-Induced",1.3893145367248954,2
"Dopamine D2 receptor","Dyskinesia, Medication-Induced",1.3893145367248954,2
"Dopamine D2 receptor","Dyskinetic syndrome",1.3893145367248954,2
"Dopamine D2 receptor","Epileptic Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Epileptic drop attack",1.3893145367248954,2
"Dopamine D2 receptor","Etat Marbre",1.3893145367248954,2
"Dopamine D2 receptor","Extrapyramidal Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Familial Juvenile Parkinsonism",1.3893145367248954,2
"Dopamine D2 receptor","Generalized Absence Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Generalized seizures",1.3893145367248954,2
"Dopamine D2 receptor","Gustatory seizure",1.3893145367248954,2
"Dopamine D2 receptor","Hemiballismus",1.3893145367248954,2
"Dopamine D2 receptor","Heroin Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Heroin Smoking",1.3893145367248954,2
"Dopamine D2 receptor","Hyperactive behavior",1.3893145367248954,2
"Dopamine D2 receptor","Hyperkinesia, Generalized",1.3893145367248954,2
"Dopamine D2 receptor","Hyperprolactinemia",1.3893145367248954,2
"Dopamine D2 receptor","Hypertensive disease",1.3893145367248954,2
"Dopamine D2 receptor","Hypotension",1.3893145367248954,2
"Dopamine D2 receptor","Intellectual Disability",1.3893145367248954,2
"Dopamine D2 receptor","Intermittent Explosive Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Involuntary Movements",1.3893145367248954,2
"Dopamine D2 receptor","Jacksonian Seizure",1.3893145367248954,2
"Dopamine D2 receptor","Kleptomania",1.3893145367248954,2
"Dopamine D2 receptor","Language Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Lenticulostriate Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Lingual-Facial-Buccal Dyskinesia",1.3893145367248954,2
"Dopamine D2 receptor","Major Depressive Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Major depression, single episode",1.3893145367248954,2
"Dopamine D2 receptor","Marijuana Abuse",1.3893145367248954,2
"Dopamine D2 receptor","Memory Disorder, Semantic",1.3893145367248954,2
"Dopamine D2 receptor","Memory Disorder, Spatial",1.3893145367248954,2
"Dopamine D2 receptor","Memory Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Memory Loss",1.3893145367248954,2
"Dopamine D2 receptor","Memory impairment",1.3893145367248954,2
"Dopamine D2 receptor","Mental Depression",1.3893145367248954,2
"Dopamine D2 receptor","Minimal Brain Dysfunction",1.3893145367248954,2
"Dopamine D2 receptor","Mood Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Movement Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Myoclonic Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Myoclonic dystonia",1.3893145367248954,2
"Dopamine D2 receptor","Nicotine Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Nicotine Use Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Non-epileptic convulsion",1.3893145367248954,2
"Dopamine D2 receptor","Nonepileptic Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Olfactory seizure",1.3893145367248954,2
"Dopamine D2 receptor","Oral Dyskinesia",1.3893145367248954,2
"Dopamine D2 receptor","Organic Mental Disorders, Substance-Induced",1.3893145367248954,2
"Dopamine D2 receptor","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",1.3893145367248954,2
"Dopamine D2 receptor","Pain",1.3893145367248954,2
"Dopamine D2 receptor","Pain, Burning",1.3893145367248954,2
"Dopamine D2 receptor","Pain, Crushing",1.3893145367248954,2
"Dopamine D2 receptor","Pain, Migratory",1.3893145367248954,2
"Dopamine D2 receptor","Pain, Splitting",1.3893145367248954,2
"Dopamine D2 receptor","Parkinson Disease",1.3893145367248954,2
"Dopamine D2 receptor","Parkinsonian Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Parkinsonism, Experimental",1.3893145367248954,2
"Dopamine D2 receptor","Parkinsonism, Juvenile",1.3893145367248954,2
"Dopamine D2 receptor","Pituitary Adenoma",1.3893145367248954,2
"Dopamine D2 receptor","Pituitary Neoplasms",1.3893145367248954,2
"Dopamine D2 receptor","Pituitary carcinoma",1.3893145367248954,2
"Dopamine D2 receptor","Prescription Drug Abuse",1.3893145367248954,2
"Dopamine D2 receptor","Radiating pain",1.3893145367248954,2
"Dopamine D2 receptor","Ramsay Hunt Paralysis Syndrome",1.3893145367248954,2
"Dopamine D2 receptor","Recurrent depression",1.3893145367248954,2
"Dopamine D2 receptor","Schizophrenia",1.3893145367248954,2
"Dopamine D2 receptor","Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Seizures, Auditory",1.3893145367248954,2
"Dopamine D2 receptor","Seizures, Clonic",1.3893145367248954,2
"Dopamine D2 receptor","Seizures, Focal",1.3893145367248954,2
"Dopamine D2 receptor","Seizures, Sensory",1.3893145367248954,2
"Dopamine D2 receptor","Seizures, Somatosensory",1.3893145367248954,2
"Dopamine D2 receptor","Single Seizure",1.3893145367248954,2
"Dopamine D2 receptor","Substance Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Substance Use Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Substance Withdrawal Syndrome",1.3893145367248954,2
"Dopamine D2 receptor","Substance abuse problem",1.3893145367248954,2
"Dopamine D2 receptor","Substance-Related Disorders",1.3893145367248954,2
"Dopamine D2 receptor","Suffering, Physical",1.3893145367248954,2
"Dopamine D2 receptor","Tachyarrhythmia",1.3893145367248954,2
"Dopamine D2 receptor","Tachycardia",1.3893145367248954,2
"Dopamine D2 receptor","Tobacco Dependence",1.3893145367248954,2
"Dopamine D2 receptor","Tobacco Use Disorder",1.3893145367248954,2
"Dopamine D2 receptor","Tonic - clonic seizures",1.3893145367248954,2
"Dopamine D2 receptor","Tonic Seizures",1.3893145367248954,2
"Dopamine D2 receptor","Unipolar Depression",1.3893145367248954,2
"Dopamine D2 receptor","Vertiginous seizure",1.3893145367248954,2
"Dopamine D2 receptor","Visual seizure",1.3893145367248954,2
"Dopamine D2 receptor","Waxy flexibility",1.3893145367248954,2
"Dopamine D2 receptor","Weight Gain",1.3893145367248954,2
