"protein_class_pref_name","protein_class_short_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_class_Connectivity"
"Adenosine receptor","Adenosine receptor","Subarachnoid Hemorrhage, Spontaneous",3.1846971089998974,4,2
"Adenosine receptor","Adenosine receptor","Substance Withdrawal Syndrome",3.1846971089998974,4,6
"Adenosine receptor","Adenosine receptor","Thrombotic Infarction, Middle Cerebral Artery",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Tonic - clonic seizures",3.1846971089998974,4,6
"Adenosine receptor","Adenosine receptor","Tonic Seizures",3.1846971089998974,4,6
"Adenosine receptor","Adenosine receptor","Transient Cerebral Ischemia",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Transient Insomnia",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Transient Ischemic Attack",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Transient Ischemic Attack, Anterior Circulation",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Transient Ischemic Attack, Vertebrobasilar Circulation",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Tremor",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Tremor, Limb",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Tremor, Muscle",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Tremor, Neonatal",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Tremor, Perioral",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Tremor, Semirhythmic",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Unipolar Depression",3.1846971089998974,4,11
"Adenosine receptor","Adenosine receptor","Ventricular Dysfunction",3.1846971089998974,4,2
"Adenosine receptor","Adenosine receptor","Vertiginous seizure",3.1846971089998974,4,6
"Adenosine receptor","Adenosine receptor","Visual seizure",3.1846971089998974,4,6
"Adenosine receptor","Adenosine receptor","Waxy flexibility",3.1846971089998974,4,3
"Adenosine receptor","Adenosine receptor","Weight decreased",3.1846971089998974,4,1
"Adenosine receptor","Adenosine receptor","Withdrawal Symptoms",3.1846971089998974,4,6
"Adrenergic receptor","Adrenergic receptor","AIDS Dementia Complex",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Absence Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Action Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Active Hyperemia",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Alcoholic Intoxication, Chronic",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Alloxan Diabetes",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Asthma",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Atonic Absence Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Aura",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Autistic Disorder",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Awakening Epilepsy",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Bipolar Disorder",2.949739503524364,2,9
"Adrenergic receptor","Adrenergic receptor","Birth Weight",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Cannabis Dependence",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Cardiac Hypertrophy",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Cardiomegaly",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Cardiomyopathies",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Cardiomyopathies, Primary",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Cardiomyopathy, Dilated",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Cardiomyopathy, Familial Idiopathic",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Cardiovascular Diseases",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Cirrhosis",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Coarse Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Cocaine Abuse",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Cocaine Dependence",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Complex partial seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Congestive heart failure",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Continuous Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Convulsions",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Convulsive Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Cyanosis",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Darkness Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Depressive disorder",2.949739503524364,2,10
"Adrenergic receptor","Adrenergic receptor","Diabetes Mellitus",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Diabetes Mellitus, Experimental",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","EPILEPSY, MYOCLONIC, BENIGN ADULT FAMILIAL, TYPE 2",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Encephalopathy, Toxic",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Endomyocardial Fibrosis",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Epilepsy",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Epilepsy, Cryptogenic",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Epileptic Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Epileptic drop attack",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Fibrosis",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Fibrosis, Liver",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Fine Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Generalized Absence Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Generalized seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Gustatory seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","HIV Coinfection",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","HIV Encephalopathy",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","HIV Infections",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","HIV-1-Associated Cognitive Motor Complex",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Heart Decompensation",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Heart Diseases",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Heart Failure, Right-Sided",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Heart failure",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Hereditary Diffuse Gastric Cancer",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Hyperemia",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Hyperlipidemia",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Hypertensive disease",2.949739503524364,2,7
"Adrenergic receptor","Adrenergic receptor","Hypokalemia",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Hypotension",2.949739503524364,2,7
"Adrenergic receptor","Adrenergic receptor","Insulin Resistance",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Insulin Sensitivity",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Intellectual Disability",2.949739503524364,2,7
"Adrenergic receptor","Adrenergic receptor","Intermittent Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Involuntary Quiver",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Jacksonian Seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Kidney Diseases",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Left Ventricle Remodeling",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Left Ventricular Hypertrophy",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Left-Sided Heart Failure",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Lipidemias",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Liver Cirrhosis",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Liver Cirrhosis, Experimental",2.949739503524364,2,7
"Adrenergic receptor","Adrenergic receptor","Lung diseases",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Major Depressive Disorder",2.949739503524364,2,8
"Adrenergic receptor","Adrenergic receptor","Malignant neoplasm of breast",2.949739503524364,2,8
"Adrenergic receptor","Adrenergic receptor","Malignant neoplasm of prostate",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Malignant neoplasm of stomach",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Massive Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Mental Depression",2.949739503524364,2,7
"Adrenergic receptor","Adrenergic receptor","Mental Retardation, Psychosocial",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Mental deficiency",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Mood Disorders",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Myocardial Diseases, Secondary",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Myocardial Failure",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Myocardial Ischemia",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Myocardial Reperfusion Injury",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Myoclonic Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Nerve Degeneration",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Nerve Tremors",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Neurotoxicity Syndromes",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Non-epileptic convulsion",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Nonepileptic Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Obesity",2.949739503524364,2,5
"Adrenergic receptor","Adrenergic receptor","Olfactory seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Panic Attacks",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Panic Disorder",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Passive Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Persistent Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Pill Rolling Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Profound Mental Retardation",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Prostatic Neoplasms",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Reactive Hyperemia",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Resting Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Saturnine Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Schizophrenia",2.949739503524364,2,13
"Adrenergic receptor","Adrenergic receptor","Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Seizures, Auditory",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Seizures, Clonic",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Seizures, Focal",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Seizures, Sensory",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Seizures, Somatosensory",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Senile Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Single Seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Static Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Stomach Neoplasms",2.949739503524364,2,4
"Adrenergic receptor","Adrenergic receptor","Streptozotocin Diabetes",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Tonic - clonic seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Tonic Seizures",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Toxic Encephalitis",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Tremor",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Tremor, Limb",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Tremor, Muscle",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Tremor, Neonatal",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Tremor, Perioral",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Tremor, Semirhythmic",2.949739503524364,2,3
"Adrenergic receptor","Adrenergic receptor","Unipolar Depression",2.949739503524364,2,11
"Adrenergic receptor","Adrenergic receptor","Venous Engorgement",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Ventricular Dysfunction",2.949739503524364,2,2
"Adrenergic receptor","Adrenergic receptor","Ventricular Dysfunction, Left",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Ventricular Remodeling",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Vertiginous seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","Viral Encephalitis",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","Visual seizure",2.949739503524364,2,6
"Adrenergic receptor","Adrenergic receptor","cocaine use",2.949739503524364,2,1
"Adrenergic receptor","Adrenergic receptor","nervous system disorder",2.949739503524364,2,1
"Angiotensin receptor","Angiotensin receptor","Abortion, Tubal",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Allanson Pantzar McLeod syndrome",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Aortic Aneurysm, Abdominal",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Cakut",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Carcinoma, Lobular",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Carcinoma, Pancreatic Ductal",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Congestive heart failure",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Corpus Luteum Cyst",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Diabetic Cardiomyopathies",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Diabetic Retinopathy",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Essential Hypertension",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Heart Decompensation",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Heart Failure, Right-Sided",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Heart failure",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Hereditary Diffuse Gastric Cancer",0.0485238533047298,2,4
"Angiotensin receptor","Angiotensin receptor","Hypertensive disease",0.0485238533047298,2,7
"Angiotensin receptor","Angiotensin receptor","Intellectual Disability",0.0485238533047298,2,7
"Angiotensin receptor","Angiotensin receptor","Kidney Diseases",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Left Ventricular Hypertrophy",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Left-Sided Heart Failure",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Malignant neoplasm of stomach",0.0485238533047298,2,4
"Angiotensin receptor","Angiotensin receptor","Mammary Neoplasms, Experimental",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Mental Retardation, X-Linked",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Mental Retardation, X-Linked 1",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Myocardial Failure",0.0485238533047298,2,5
"Angiotensin receptor","Angiotensin receptor","Neoplasm Metastasis",0.0485238533047298,2,4
"Angiotensin receptor","Angiotensin receptor","Ovarian Cysts",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Patent Ductus Arteriosus Familial",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Patent ductus arteriosus",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Pituitary Adenoma",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Pituitary Neoplasms",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Pituitary carcinoma",0.0485238533047298,2,2
"Angiotensin receptor","Angiotensin receptor","Proteinuria",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Renal Tubular Dysgenesis With Choanal Atresia And Athelia",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Spontaneous abortion",0.0485238533047298,2,1
"Angiotensin receptor","Angiotensin receptor","Stomach Neoplasms",0.0485238533047298,2,4
"Angiotensin receptor","Angiotensin receptor","Vascular System Injuries",0.0485238533047298,2,2
"Atypical protein kinase BCR family","Bcr","Bipolar Disorder",0.007661661048115231,0,9
"Atypical protein kinase BCR family","Bcr","Blast Phase",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Burkitt Lymphoma",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Childhood Acute Lymphoblastic Leukemia",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Chromosome 22q11.2 Deletion Syndrome, Distal",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Leukemia, Lymphocytic, Acute, L2",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Liver Cirrhosis, Experimental",0.007661661048115231,0,7
"Atypical protein kinase BCR family","Bcr","Major Depressive Disorder",0.007661661048115231,0,8
"Atypical protein kinase BCR family","Bcr","Myeloid Leukemia, Chronic",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Myeloproliferative disease",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Necrosis",0.007661661048115231,0,2
"Atypical protein kinase BCR family","Bcr","Neoplasms, Experimental",0.007661661048115231,0,3
"Atypical protein kinase BCR family","Bcr","Precursor B-cell lymphoblastic leukemia",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Precursor Cell Lymphoblastic Leukemia Lymphoma",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Transitional cell carcinoma of bladder",0.007661661048115231,0,1
"Atypical protein kinase BCR family","Bcr","Unipolar Depression",0.007661661048115231,0,11
"Bradykinin receptor","Bradykinin receptor","Ache",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Active Hyperemia",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Acute Kidney Insufficiency",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Acute kidney injury",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Allodynia",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Alloxan Diabetes",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Bipolar Disorder",0.1940954132189192,0,9
"Bradykinin receptor","Bradykinin receptor","Cardiomyopathies",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Cardiomyopathies, Primary",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Diabetes Mellitus, Experimental",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Benign Psychomotor, Childhood",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Lateral Temporal",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Temporal Lobe",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Extravasation of Contrast Media",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Extravasation of Diagnostic and Therapeutic Materials",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Hemorrhage",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Primary",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Secondary",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Thermal",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Hyperemia",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Hypertensive disease",0.1940954132189192,0,7
"Bradykinin receptor","Bradykinin receptor","Hypotension",0.1940954132189192,0,7
"Bradykinin receptor","Bradykinin receptor","Inflammation",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Kidney Failure, Acute",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Major Depressive Disorder",0.1940954132189192,0,8
"Bradykinin receptor","Bradykinin receptor","Mechanical Allodynia",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Myocardial Diseases, Secondary",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Pain",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Pain, Burning",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Pain, Crushing",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Pain, Migratory",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Pain, Splitting",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Radiating pain",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Reactive Hyperemia",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Rheumatoid Arthritis",0.1940954132189192,0,4
"Bradykinin receptor","Bradykinin receptor","Splenomegaly",0.1940954132189192,0,1
"Bradykinin receptor","Bradykinin receptor","Streptozotocin Diabetes",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Suffering, Physical",0.1940954132189192,0,6
"Bradykinin receptor","Bradykinin receptor","Tactile Allodynia",0.1940954132189192,0,5
"Bradykinin receptor","Bradykinin receptor","Thrombosis",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Thrombus",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Uncinate Epilepsy",0.1940954132189192,0,3
"Bradykinin receptor","Bradykinin receptor","Unipolar Depression",0.1940954132189192,0,11
"Bradykinin receptor","Bradykinin receptor","Vascular System Injuries",0.1940954132189192,0,2
"Bradykinin receptor","Bradykinin receptor","Venous Engorgement",0.1940954132189192,0,2
"CAMK protein kinase CAMK2 family","Camk2","Liver Cirrhosis, Experimental",0.005107774032076821,0,7
"CAMK protein kinase CAMK2 family","Camk2","Myocardial Ischemia",0.005107774032076821,0,2
"CAMK protein kinase CAMK2 family","Camk2","Polycystic Ovary Syndrome",0.005107774032076821,0,4
"CAMK protein kinase CAMK2 family","Camk2","Sclerocystic Ovaries",0.005107774032076821,0,4
"CAMK protein kinase MLCK family","Mlck","Asymmetric Septal Hypertrophy",0.010215548064153642,0,1
"CAMK protein kinase MLCK family","Mlck","Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",0.010215548064153642,0,1
"CAMK protein kinase MLCK family","Mlck","Cardiomyopathy, Hypertrophic, Familial",0.010215548064153642,0,1
"CAMK protein kinase MLCK family","Mlck","Hypertrophic Cardiomyopathy",0.010215548064153642,0,1
"CAMK protein kinase MLCK family","Mlck","Idiopathic hypertrophic subaortic stenosis",0.010215548064153642,0,1
"CAMK protein kinase RSKb subfamily","Rskb","Adenocarcinoma of large intestine",0.017877209112268873,0,3
"CAMK protein kinase RSKb subfamily","Rskb","Metastatic melanoma",0.017877209112268873,0,1
"CMGC protein kinase GSK family","Gsk","Bipolar Disorder",0.010215548064153642,0,9
"CMGC protein kinase GSK family","Gsk","Depression, Bipolar",0.010215548064153642,0,4
"CMGC protein kinase GSK family","Gsk","Depression, Neurotic",0.010215548064153642,0,5
"CMGC protein kinase GSK family","Gsk","Depressive Syndrome",0.010215548064153642,0,5
"CMGC protein kinase GSK family","Gsk","Depressive disorder",0.010215548064153642,0,10
"CMGC protein kinase GSK family","Gsk","Endogenous depression",0.010215548064153642,0,5
"CMGC protein kinase GSK family","Gsk","Manic",0.010215548064153642,0,4
"CMGC protein kinase GSK family","Gsk","Manic Disorder",0.010215548064153642,0,4
"CMGC protein kinase GSK family","Gsk","Melancholia",0.010215548064153642,0,5
"CMGC protein kinase GSK family","Gsk","Schizophrenia",0.010215548064153642,0,13
"CMGC protein kinase GSK family","Gsk","Unipolar Depression",0.010215548064153642,0,11
"CXC chemokine receptor","CXC chemokine receptor","Breast Carcinoma",0.0025538870160384105,0,4
"CXC chemokine receptor","CXC chemokine receptor","Congenital anemia",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Cytopenia",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Juvenile arthritis",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Juvenile psoriatic arthritis",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Juvenile-Onset Still Disease",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Malignant neoplasm of breast",0.0025538870160384105,0,8
"CXC chemokine receptor","CXC chemokine receptor","Mammary Neoplasms",0.0025538870160384105,0,4
"CXC chemokine receptor","CXC chemokine receptor","Mammary Neoplasms, Human",0.0025538870160384105,0,4
"CXC chemokine receptor","CXC chemokine receptor","Neoplasm Invasiveness",0.0025538870160384105,0,3
"CXC chemokine receptor","CXC chemokine receptor","Neoplasm Metastasis",0.0025538870160384105,0,4
"CXC chemokine receptor","CXC chemokine receptor","Neoplastic Cell Transformation",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Nerve Pain",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Atypical",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Iliohypogastric Nerve",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Ilioinguinal",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Perineal",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Stump",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Supraorbital",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Neuralgia, Vidian",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Paroxysmal Nerve Pain",0.0025538870160384105,0,1
"CXC chemokine receptor","CXC chemokine receptor","Rheumatoid Arthritis",0.0025538870160384105,0,4
"CXC chemokine receptor","CXC chemokine receptor","WHIM syndrome",0.0025538870160384105,0,1
