"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"immune system process","TGF-beta receptor type II",20,0
"multicellular organismal development","TGF-beta receptor type II",20,0
"phosphorylation","TGF-beta receptor type II",20,0
"positive regulation of catalytic activity","TGF-beta receptor type II",20,0
"response to stress","TGF-beta receptor type II",20,0
"signal transduction","TGF-beta receptor type II",20,0
"vesicle-mediated transport","TGF-beta receptor type II",20,0
"autophagy","TRAF2- and NCK-interacting kinase",25,0
"cell differentiation","TRAF2- and NCK-interacting kinase",25,0
"cellular component assembly","TRAF2- and NCK-interacting kinase",25,0
"cellular protein modification process","TRAF2- and NCK-interacting kinase",25,0
"cytoskeleton organization","TRAF2- and NCK-interacting kinase",25,0
"multicellular organismal development","TRAF2- and NCK-interacting kinase",25,0
"phosphorylation","TRAF2- and NCK-interacting kinase",25,0
"plasma membrane organization","TRAF2- and NCK-interacting kinase",25,0
"positive regulation of catalytic activity","TRAF2- and NCK-interacting kinase",25,0
"response to stress","TRAF2- and NCK-interacting kinase",25,0
"signal transduction","TRAF2- and NCK-interacting kinase",25,0
"anatomical structure development","Tyrosine-protein kinase BTK",17,0
"biosynthetic process","Tyrosine-protein kinase BTK",17,0
"cell death","Tyrosine-protein kinase BTK",17,0
"cell differentiation","Tyrosine-protein kinase BTK",17,0
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",17,0
"cellular protein modification process","Tyrosine-protein kinase BTK",17,0
"developmental maturation","Tyrosine-protein kinase BTK",17,0
"immune system process","Tyrosine-protein kinase BTK",17,0
"phosphorylation","Tyrosine-protein kinase BTK",17,0
"response to stress","Tyrosine-protein kinase BTK",17,0
"signal transduction","Tyrosine-protein kinase BTK",17,0
"cell differentiation","Tyrosine-protein kinase JAK3",90,0
"cell motility","Tyrosine-protein kinase JAK3",90,0
"cellular protein modification process","Tyrosine-protein kinase JAK3",90,0
"homeostatic process","Tyrosine-protein kinase JAK3",90,0
"immune system process","Tyrosine-protein kinase JAK3",90,0
"multicellular organismal development","Tyrosine-protein kinase JAK3",90,0
"nucleocytoplasmic transport","Tyrosine-protein kinase JAK3",90,0
"phosphorylation","Tyrosine-protein kinase JAK3",90,0
"positive regulation of catalytic activity","Tyrosine-protein kinase JAK3",90,0
"protein targeting","Tyrosine-protein kinase JAK3",90,0
"response to stress","Tyrosine-protein kinase JAK3",90,0
"signal transduction","Tyrosine-protein kinase JAK3",90,0
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase TIE-2",291,1
"cell adhesion","Tyrosine-protein kinase TIE-2",291,1
"cell differentiation","Tyrosine-protein kinase TIE-2",291,1
"cell morphogenesis","Tyrosine-protein kinase TIE-2",291,1
"cell motility","Tyrosine-protein kinase TIE-2",291,1
"cell proliferation","Tyrosine-protein kinase TIE-2",291,1
"cell-cell signaling","Tyrosine-protein kinase TIE-2",291,1
"cellular protein modification process","Tyrosine-protein kinase TIE-2",291,1
"circulatory system process","Tyrosine-protein kinase TIE-2",291,1
"immune system process","Tyrosine-protein kinase TIE-2",291,1
"multicellular organismal development","Tyrosine-protein kinase TIE-2",291,1
"phosphorylation","Tyrosine-protein kinase TIE-2",291,1
"positive regulation of catalytic activity","Tyrosine-protein kinase TIE-2",291,1
"protein complex assembly","Tyrosine-protein kinase TIE-2",291,1
"response to stress","Tyrosine-protein kinase TIE-2",291,1
"signal transduction","Tyrosine-protein kinase TIE-2",291,1
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase receptor RET",24,3
"cell adhesion","Tyrosine-protein kinase receptor RET",24,3
"cell differentiation","Tyrosine-protein kinase receptor RET",24,3
"cell motility","Tyrosine-protein kinase receptor RET",24,3
"cellular protein modification process","Tyrosine-protein kinase receptor RET",24,3
"developmental maturation","Tyrosine-protein kinase receptor RET",24,3
"embryo development","Tyrosine-protein kinase receptor RET",24,3
"immune system process","Tyrosine-protein kinase receptor RET",24,3
"multicellular organismal development","Tyrosine-protein kinase receptor RET",24,3
"phosphorylation","Tyrosine-protein kinase receptor RET",24,3
"positive regulation of apoptotic process","Tyrosine-protein kinase receptor RET",24,3
"positive regulation of catalytic activity","Tyrosine-protein kinase receptor RET",24,3
"proteolysis","Tyrosine-protein kinase receptor RET",24,3
"response to stress","Tyrosine-protein kinase receptor RET",24,3
"signal transduction","Tyrosine-protein kinase receptor RET",24,3
"zymogen activation","Tyrosine-protein kinase receptor RET",24,3
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 3",63,0
"cellular protein modification process","Vascular endothelial growth factor receptor 3",63,0
"multicellular organismal development","Vascular endothelial growth factor receptor 3",63,0
"phosphorylation","Vascular endothelial growth factor receptor 3",63,0
"signal transduction","Vascular endothelial growth factor receptor 3",63,0
"cellular protein modification process","c-Jun N-terminal kinase 3",114,0
"phosphorylation","c-Jun N-terminal kinase 3",114,0
"positive regulation of catalytic activity","c-Jun N-terminal kinase 3",114,0
"response to stress","c-Jun N-terminal kinase 3",114,0
"signal transduction","c-Jun N-terminal kinase 3",114,0
