"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cellular protein modification process","Serine/threonine-protein kinase Sgk3",17,0
"homeostatic process","Serine/threonine-protein kinase Sgk3",17,0
"phosphorylation","Serine/threonine-protein kinase Sgk3",17,0
"response to stress","Serine/threonine-protein kinase Sgk3",17,0
"signal transduction","Serine/threonine-protein kinase Sgk3",17,0
"transmembrane transport","Serine/threonine-protein kinase Sgk3",17,0
"anatomical structure development","Stem cell growth factor receptor",437,12
"cell adhesion","Stem cell growth factor receptor",437,12
"cell death","Stem cell growth factor receptor",437,12
"cell differentiation","Stem cell growth factor receptor",437,12
"cell division","Stem cell growth factor receptor",437,12
"cell motility","Stem cell growth factor receptor",437,12
"cell proliferation","Stem cell growth factor receptor",437,12
"cellular component assembly","Stem cell growth factor receptor",437,12
"cellular protein modification process","Stem cell growth factor receptor",437,12
"cytoskeleton organization","Stem cell growth factor receptor",437,12
"embryo development","Stem cell growth factor receptor",437,12
"homeostatic process","Stem cell growth factor receptor",437,12
"immune system process","Stem cell growth factor receptor",437,12
"lipid metabolic process","Stem cell growth factor receptor",437,12
"multicellular organismal development","Stem cell growth factor receptor",437,12
"neurological system process","Stem cell growth factor receptor",437,12
"phosphorylation","Stem cell growth factor receptor",437,12
"pigmentation","Stem cell growth factor receptor",437,12
"positive regulation of catalytic activity","Stem cell growth factor receptor",437,12
"reproduction","Stem cell growth factor receptor",437,12
"response to stress","Stem cell growth factor receptor",437,12
"signal transduction","Stem cell growth factor receptor",437,12
"vesicle-mediated transport","Stem cell growth factor receptor",437,12
"DNA metabolic process","Tyrosine-protein kinase ABL",973,3
"autophagy","Tyrosine-protein kinase ABL",973,3
"cell adhesion","Tyrosine-protein kinase ABL",973,3
"cell cycle","Tyrosine-protein kinase ABL",973,3
"cell death","Tyrosine-protein kinase ABL",973,3
"cell differentiation","Tyrosine-protein kinase ABL",973,3
"cell morphogenesis","Tyrosine-protein kinase ABL",973,3
"cell proliferation","Tyrosine-protein kinase ABL",973,3
"cellular component assembly","Tyrosine-protein kinase ABL",973,3
"cellular protein modification process","Tyrosine-protein kinase ABL",973,3
"cytoskeleton organization","Tyrosine-protein kinase ABL",973,3
"growth","Tyrosine-protein kinase ABL",973,3
"homeostatic process","Tyrosine-protein kinase ABL",973,3
"immune system process","Tyrosine-protein kinase ABL",973,3
"mitotic nuclear division","Tyrosine-protein kinase ABL",973,3
"multicellular organismal development","Tyrosine-protein kinase ABL",973,3
"neurological system process","Tyrosine-protein kinase ABL",973,3
"phosphorylation","Tyrosine-protein kinase ABL",973,3
"positive regulation of apoptotic process","Tyrosine-protein kinase ABL",973,3
"positive regulation of catalytic activity","Tyrosine-protein kinase ABL",973,3
"regulation of catalytic activity","Tyrosine-protein kinase ABL",973,3
"regulation of protein localization","Tyrosine-protein kinase ABL",973,3
"response to stress","Tyrosine-protein kinase ABL",973,3
"signal transduction","Tyrosine-protein kinase ABL",973,3
"vesicle-mediated transport","Tyrosine-protein kinase ABL",973,3
"anatomical structure development","Tyrosine-protein kinase BTK",647,1
"biosynthetic process","Tyrosine-protein kinase BTK",647,1
"cell death","Tyrosine-protein kinase BTK",647,1
"cell differentiation","Tyrosine-protein kinase BTK",647,1
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",647,1
"cellular protein modification process","Tyrosine-protein kinase BTK",647,1
"developmental maturation","Tyrosine-protein kinase BTK",647,1
"immune system process","Tyrosine-protein kinase BTK",647,1
"phosphorylation","Tyrosine-protein kinase BTK",647,1
"response to stress","Tyrosine-protein kinase BTK",647,1
"signal transduction","Tyrosine-protein kinase BTK",647,1
"anatomical structure development","Tyrosine-protein kinase SRC",458,2
"cell adhesion","Tyrosine-protein kinase SRC",458,2
"cell cycle","Tyrosine-protein kinase SRC",458,2
"cell differentiation","Tyrosine-protein kinase SRC",458,2
"cell junction organization","Tyrosine-protein kinase SRC",458,2
"cell morphogenesis","Tyrosine-protein kinase SRC",458,2
"cell motility","Tyrosine-protein kinase SRC",458,2
"cell proliferation","Tyrosine-protein kinase SRC",458,2
"cellular component assembly","Tyrosine-protein kinase SRC",458,2
"cellular protein modification process","Tyrosine-protein kinase SRC",458,2
"circulatory system process","Tyrosine-protein kinase SRC",458,2
"cytoskeleton organization","Tyrosine-protein kinase SRC",458,2
"homeostatic process","Tyrosine-protein kinase SRC",458,2
"immune system process","Tyrosine-protein kinase SRC",458,2
"multicellular organismal development","Tyrosine-protein kinase SRC",458,2
"negative regulation of endopeptidase activity","Tyrosine-protein kinase SRC",458,2
"phosphorylation","Tyrosine-protein kinase SRC",458,2
"positive regulation of apoptotic process","Tyrosine-protein kinase SRC",458,2
"positive regulation of catalytic activity","Tyrosine-protein kinase SRC",458,2
"protein complex assembly","Tyrosine-protein kinase SRC",458,2
"regulation of catalytic activity","Tyrosine-protein kinase SRC",458,2
"regulation of protein localization","Tyrosine-protein kinase SRC",458,2
"reproduction","Tyrosine-protein kinase SRC",458,2
"response to stress","Tyrosine-protein kinase SRC",458,2
"signal transduction","Tyrosine-protein kinase SRC",458,2
"symbiosis, encompassing mutualism through parasitism","Tyrosine-protein kinase SRC",458,2
"vesicle-mediated transport","Tyrosine-protein kinase SRC",458,2
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase TIE-2",93,3
"cell adhesion","Tyrosine-protein kinase TIE-2",93,3
"cell differentiation","Tyrosine-protein kinase TIE-2",93,3
"cell morphogenesis","Tyrosine-protein kinase TIE-2",93,3
"cell motility","Tyrosine-protein kinase TIE-2",93,3
"cell proliferation","Tyrosine-protein kinase TIE-2",93,3
"cell-cell signaling","Tyrosine-protein kinase TIE-2",93,3
"cellular protein modification process","Tyrosine-protein kinase TIE-2",93,3
"circulatory system process","Tyrosine-protein kinase TIE-2",93,3
"immune system process","Tyrosine-protein kinase TIE-2",93,3
"multicellular organismal development","Tyrosine-protein kinase TIE-2",93,3
"phosphorylation","Tyrosine-protein kinase TIE-2",93,3
"positive regulation of catalytic activity","Tyrosine-protein kinase TIE-2",93,3
"protein complex assembly","Tyrosine-protein kinase TIE-2",93,3
"response to stress","Tyrosine-protein kinase TIE-2",93,3
"signal transduction","Tyrosine-protein kinase TIE-2",93,3
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 1",162,0
"cell differentiation","Vascular endothelial growth factor receptor 1",162,0
"cell motility","Vascular endothelial growth factor receptor 1",162,0
"cellular protein modification process","Vascular endothelial growth factor receptor 1",162,0
"embryo development","Vascular endothelial growth factor receptor 1",162,0
"immune system process","Vascular endothelial growth factor receptor 1",162,0
"locomotion","Vascular endothelial growth factor receptor 1",162,0
"multicellular organismal development","Vascular endothelial growth factor receptor 1",162,0
"phosphorylation","Vascular endothelial growth factor receptor 1",162,0
"positive regulation of catalytic activity","Vascular endothelial growth factor receptor 1",162,0
"response to stress","Vascular endothelial growth factor receptor 1",162,0
"signal transduction","Vascular endothelial growth factor receptor 1",162,0
"anatomical structure development","Vascular endothelial growth factor receptor 2",2535,4
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 2",2535,4
"cell differentiation","Vascular endothelial growth factor receptor 2",2535,4
"cell motility","Vascular endothelial growth factor receptor 2",2535,4
"cellular protein modification process","Vascular endothelial growth factor receptor 2",2535,4
"embryo development","Vascular endothelial growth factor receptor 2",2535,4
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",2535,4
"immune system process","Vascular endothelial growth factor receptor 2",2535,4
"multicellular organismal development","Vascular endothelial growth factor receptor 2",2535,4
"phosphorylation","Vascular endothelial growth factor receptor 2",2535,4
"signal transduction","Vascular endothelial growth factor receptor 2",2535,4
"symbiosis, encompassing mutualism through parasitism","Vascular endothelial growth factor receptor 2",2535,4
