"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cell differentiation","Serine/threonine-protein kinase RAF",294,0
"cell proliferation","Serine/threonine-protein kinase RAF",294,0
"cell-cell signaling","Serine/threonine-protein kinase RAF",294,0
"cellular protein modification process","Serine/threonine-protein kinase RAF",294,0
"cytoskeleton organization","Serine/threonine-protein kinase RAF",294,0
"homeostatic process","Serine/threonine-protein kinase RAF",294,0
"immune system process","Serine/threonine-protein kinase RAF",294,0
"multicellular organismal development","Serine/threonine-protein kinase RAF",294,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase RAF",294,0
"phosphorylation","Serine/threonine-protein kinase RAF",294,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase RAF",294,0
"protein complex assembly","Serine/threonine-protein kinase RAF",294,0
"response to stress","Serine/threonine-protein kinase RAF",294,0
"signal transduction","Serine/threonine-protein kinase RAF",294,0
"transmembrane transport","Serine/threonine-protein kinase RAF",294,0
"transport","Serine/threonine-protein kinase RAF",294,0
"cell cycle","Serine/threonine-protein kinase SIK1",25,0
"cell differentiation","Serine/threonine-protein kinase SIK1",25,0
"cellular protein modification process","Serine/threonine-protein kinase SIK1",25,0
"multicellular organismal development","Serine/threonine-protein kinase SIK1",25,0
"phosphorylation","Serine/threonine-protein kinase SIK1",25,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase SIK1",25,0
"signal transduction","Serine/threonine-protein kinase SIK1",25,0
"DNA metabolic process","Serine/threonine-protein kinase TAO1",31,0
"cell cycle","Serine/threonine-protein kinase TAO1",31,0
"cell death","Serine/threonine-protein kinase TAO1",31,0
"cellular protein modification process","Serine/threonine-protein kinase TAO1",31,0
"chromosome organization","Serine/threonine-protein kinase TAO1",31,0
"chromosome segregation","Serine/threonine-protein kinase TAO1",31,0
"phosphorylation","Serine/threonine-protein kinase TAO1",31,0
"response to stress","Serine/threonine-protein kinase TAO1",31,0
"signal transduction","Serine/threonine-protein kinase TAO1",31,0
"cellular protein modification process","Serine/threonine-protein kinase WNK3",1,0
"phosphorylation","Serine/threonine-protein kinase WNK3",1,0
"regulation of protein localization","Serine/threonine-protein kinase WNK3",1,0
"signal transduction","Serine/threonine-protein kinase WNK3",1,0
"cell cycle","Serine/threonine-protein kinase tousled-like 2",10,0
"cellular protein modification process","Serine/threonine-protein kinase tousled-like 2",10,0
"chromosome organization","Serine/threonine-protein kinase tousled-like 2",10,0
"chromosome segregation","Serine/threonine-protein kinase tousled-like 2",10,0
"phosphorylation","Serine/threonine-protein kinase tousled-like 2",10,0
"response to stress","Serine/threonine-protein kinase tousled-like 2",10,0
"signal transduction","Serine/threonine-protein kinase tousled-like 2",10,0
"anatomical structure development","Stem cell growth factor receptor",437,12
"cell adhesion","Stem cell growth factor receptor",437,12
"cell death","Stem cell growth factor receptor",437,12
"cell differentiation","Stem cell growth factor receptor",437,12
"cell division","Stem cell growth factor receptor",437,12
"cell motility","Stem cell growth factor receptor",437,12
"cell proliferation","Stem cell growth factor receptor",437,12
"cellular component assembly","Stem cell growth factor receptor",437,12
"cellular protein modification process","Stem cell growth factor receptor",437,12
"cytoskeleton organization","Stem cell growth factor receptor",437,12
"embryo development","Stem cell growth factor receptor",437,12
"homeostatic process","Stem cell growth factor receptor",437,12
"immune system process","Stem cell growth factor receptor",437,12
"lipid metabolic process","Stem cell growth factor receptor",437,12
"multicellular organismal development","Stem cell growth factor receptor",437,12
"neurological system process","Stem cell growth factor receptor",437,12
"phosphorylation","Stem cell growth factor receptor",437,12
"pigmentation","Stem cell growth factor receptor",437,12
"positive regulation of catalytic activity","Stem cell growth factor receptor",437,12
"reproduction","Stem cell growth factor receptor",437,12
"response to stress","Stem cell growth factor receptor",437,12
"signal transduction","Stem cell growth factor receptor",437,12
"vesicle-mediated transport","Stem cell growth factor receptor",437,12
"anatomical structure development","TGF-beta receptor type I",488,1
"anatomical structure formation involved in morphogenesis","TGF-beta receptor type I",488,1
"cell cycle","TGF-beta receptor type I",488,1
"cell death","TGF-beta receptor type I",488,1
"cell differentiation","TGF-beta receptor type I",488,1
"cell morphogenesis","TGF-beta receptor type I",488,1
"cell motility","TGF-beta receptor type I",488,1
"cellular protein modification process","TGF-beta receptor type I",488,1
"embryo development","TGF-beta receptor type I",488,1
"extracellular matrix organization","TGF-beta receptor type I",488,1
"immune system process","TGF-beta receptor type I",488,1
"multicellular organismal development","TGF-beta receptor type I",488,1
"phosphorylation","TGF-beta receptor type I",488,1
"positive regulation of apoptotic process","TGF-beta receptor type I",488,1
"positive regulation of catalytic activity","TGF-beta receptor type I",488,1
"regulation of protein localization","TGF-beta receptor type I",488,1
"reproduction","TGF-beta receptor type I",488,1
"response to stress","TGF-beta receptor type I",488,1
"signal transduction","TGF-beta receptor type I",488,1
"aging","TGF-beta receptor type II",56,0
"anatomical structure development","TGF-beta receptor type II",56,0
"anatomical structure formation involved in morphogenesis","TGF-beta receptor type II",56,0
"cell death","TGF-beta receptor type II",56,0
"cell differentiation","TGF-beta receptor type II",56,0
"cellular protein modification process","TGF-beta receptor type II",56,0
"embryo development","TGF-beta receptor type II",56,0
"female pregnancy","TGF-beta receptor type II",56,0
"growth","TGF-beta receptor type II",56,0
"immune system process","TGF-beta receptor type II",56,0
"multicellular organismal development","TGF-beta receptor type II",56,0
"phosphorylation","TGF-beta receptor type II",56,0
"positive regulation of catalytic activity","TGF-beta receptor type II",56,0
"response to stress","TGF-beta receptor type II",56,0
"signal transduction","TGF-beta receptor type II",56,0
"vesicle-mediated transport","TGF-beta receptor type II",56,0
"autophagy","TRAF2- and NCK-interacting kinase",65,0
"cell differentiation","TRAF2- and NCK-interacting kinase",65,0
"cellular component assembly","TRAF2- and NCK-interacting kinase",65,0
"cellular protein modification process","TRAF2- and NCK-interacting kinase",65,0
"cytoskeleton organization","TRAF2- and NCK-interacting kinase",65,0
"multicellular organismal development","TRAF2- and NCK-interacting kinase",65,0
"phosphorylation","TRAF2- and NCK-interacting kinase",65,0
"plasma membrane organization","TRAF2- and NCK-interacting kinase",65,0
"positive regulation of catalytic activity","TRAF2- and NCK-interacting kinase",65,0
"response to stress","TRAF2- and NCK-interacting kinase",65,0
"signal transduction","TRAF2- and NCK-interacting kinase",65,0
"anatomical structure development","Tyrosine-protein kinase BTK",647,1
"biosynthetic process","Tyrosine-protein kinase BTK",647,1
"cell death","Tyrosine-protein kinase BTK",647,1
"cell differentiation","Tyrosine-protein kinase BTK",647,1
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",647,1
"cellular protein modification process","Tyrosine-protein kinase BTK",647,1
"developmental maturation","Tyrosine-protein kinase BTK",647,1
"immune system process","Tyrosine-protein kinase BTK",647,1
"phosphorylation","Tyrosine-protein kinase BTK",647,1
"response to stress","Tyrosine-protein kinase BTK",647,1
"signal transduction","Tyrosine-protein kinase BTK",647,1
"cell differentiation","Tyrosine-protein kinase JAK3",1543,2
"cell motility","Tyrosine-protein kinase JAK3",1543,2
"cellular protein modification process","Tyrosine-protein kinase JAK3",1543,2
"homeostatic process","Tyrosine-protein kinase JAK3",1543,2
"immune system process","Tyrosine-protein kinase JAK3",1543,2
"multicellular organismal development","Tyrosine-protein kinase JAK3",1543,2
"nucleocytoplasmic transport","Tyrosine-protein kinase JAK3",1543,2
"phosphorylation","Tyrosine-protein kinase JAK3",1543,2
"positive regulation of catalytic activity","Tyrosine-protein kinase JAK3",1543,2
"protein targeting","Tyrosine-protein kinase JAK3",1543,2
"response to stress","Tyrosine-protein kinase JAK3",1543,2
"signal transduction","Tyrosine-protein kinase JAK3",1543,2
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase TIE-2",93,3
"cell adhesion","Tyrosine-protein kinase TIE-2",93,3
"cell differentiation","Tyrosine-protein kinase TIE-2",93,3
"cell morphogenesis","Tyrosine-protein kinase TIE-2",93,3
"cell motility","Tyrosine-protein kinase TIE-2",93,3
"cell proliferation","Tyrosine-protein kinase TIE-2",93,3
"cell-cell signaling","Tyrosine-protein kinase TIE-2",93,3
"cellular protein modification process","Tyrosine-protein kinase TIE-2",93,3
"circulatory system process","Tyrosine-protein kinase TIE-2",93,3
"immune system process","Tyrosine-protein kinase TIE-2",93,3
"multicellular organismal development","Tyrosine-protein kinase TIE-2",93,3
"phosphorylation","Tyrosine-protein kinase TIE-2",93,3
"positive regulation of catalytic activity","Tyrosine-protein kinase TIE-2",93,3
"protein complex assembly","Tyrosine-protein kinase TIE-2",93,3
"response to stress","Tyrosine-protein kinase TIE-2",93,3
"signal transduction","Tyrosine-protein kinase TIE-2",93,3
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase receptor RET",363,6
"cell adhesion","Tyrosine-protein kinase receptor RET",363,6
"cell differentiation","Tyrosine-protein kinase receptor RET",363,6
"cell motility","Tyrosine-protein kinase receptor RET",363,6
"cellular protein modification process","Tyrosine-protein kinase receptor RET",363,6
"developmental maturation","Tyrosine-protein kinase receptor RET",363,6
"embryo development","Tyrosine-protein kinase receptor RET",363,6
"immune system process","Tyrosine-protein kinase receptor RET",363,6
"multicellular organismal development","Tyrosine-protein kinase receptor RET",363,6
"phosphorylation","Tyrosine-protein kinase receptor RET",363,6
"positive regulation of apoptotic process","Tyrosine-protein kinase receptor RET",363,6
"positive regulation of catalytic activity","Tyrosine-protein kinase receptor RET",363,6
"proteolysis","Tyrosine-protein kinase receptor RET",363,6
"response to stress","Tyrosine-protein kinase receptor RET",363,6
"signal transduction","Tyrosine-protein kinase receptor RET",363,6
"zymogen activation","Tyrosine-protein kinase receptor RET",363,6
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 3",122,0
"cellular protein modification process","Vascular endothelial growth factor receptor 3",122,0
"multicellular organismal development","Vascular endothelial growth factor receptor 3",122,0
"phosphorylation","Vascular endothelial growth factor receptor 3",122,0
"signal transduction","Vascular endothelial growth factor receptor 3",122,0
"cellular protein modification process","c-Jun N-terminal kinase 3",337,0
"phosphorylation","c-Jun N-terminal kinase 3",337,0
"positive regulation of catalytic activity","c-Jun N-terminal kinase 3",337,0
"response to stress","c-Jun N-terminal kinase 3",337,0
"signal transduction","c-Jun N-terminal kinase 3",337,0
