"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cell differentiation","Tyrosine-protein kinase BTK",17,0
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",17,0
"cellular protein modification process","Tyrosine-protein kinase BTK",17,0
"developmental maturation","Tyrosine-protein kinase BTK",17,0
"immune system process","Tyrosine-protein kinase BTK",17,0
"phosphorylation","Tyrosine-protein kinase BTK",17,0
"response to stress","Tyrosine-protein kinase BTK",17,0
"signal transduction","Tyrosine-protein kinase BTK",17,0
"anatomical structure development","Tyrosine-protein kinase SRC",627,3
"cell adhesion","Tyrosine-protein kinase SRC",627,3
"cell cycle","Tyrosine-protein kinase SRC",627,3
"cell differentiation","Tyrosine-protein kinase SRC",627,3
"cell junction organization","Tyrosine-protein kinase SRC",627,3
"cell morphogenesis","Tyrosine-protein kinase SRC",627,3
"cell motility","Tyrosine-protein kinase SRC",627,3
"cell proliferation","Tyrosine-protein kinase SRC",627,3
"cellular component assembly","Tyrosine-protein kinase SRC",627,3
"cellular protein modification process","Tyrosine-protein kinase SRC",627,3
"circulatory system process","Tyrosine-protein kinase SRC",627,3
"cytoskeleton organization","Tyrosine-protein kinase SRC",627,3
"homeostatic process","Tyrosine-protein kinase SRC",627,3
"immune system process","Tyrosine-protein kinase SRC",627,3
"multicellular organismal development","Tyrosine-protein kinase SRC",627,3
"negative regulation of endopeptidase activity","Tyrosine-protein kinase SRC",627,3
"phosphorylation","Tyrosine-protein kinase SRC",627,3
"positive regulation of apoptotic process","Tyrosine-protein kinase SRC",627,3
"positive regulation of catalytic activity","Tyrosine-protein kinase SRC",627,3
"protein complex assembly","Tyrosine-protein kinase SRC",627,3
"regulation of catalytic activity","Tyrosine-protein kinase SRC",627,3
"regulation of protein localization","Tyrosine-protein kinase SRC",627,3
"reproduction","Tyrosine-protein kinase SRC",627,3
"response to stress","Tyrosine-protein kinase SRC",627,3
"signal transduction","Tyrosine-protein kinase SRC",627,3
"symbiosis, encompassing mutualism through parasitism","Tyrosine-protein kinase SRC",627,3
"vesicle-mediated transport","Tyrosine-protein kinase SRC",627,3
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase TIE-2",291,1
"cell adhesion","Tyrosine-protein kinase TIE-2",291,1
"cell differentiation","Tyrosine-protein kinase TIE-2",291,1
"cell morphogenesis","Tyrosine-protein kinase TIE-2",291,1
"cell motility","Tyrosine-protein kinase TIE-2",291,1
"cell proliferation","Tyrosine-protein kinase TIE-2",291,1
"cell-cell signaling","Tyrosine-protein kinase TIE-2",291,1
"cellular protein modification process","Tyrosine-protein kinase TIE-2",291,1
"circulatory system process","Tyrosine-protein kinase TIE-2",291,1
"immune system process","Tyrosine-protein kinase TIE-2",291,1
"multicellular organismal development","Tyrosine-protein kinase TIE-2",291,1
"phosphorylation","Tyrosine-protein kinase TIE-2",291,1
"positive regulation of catalytic activity","Tyrosine-protein kinase TIE-2",291,1
"protein complex assembly","Tyrosine-protein kinase TIE-2",291,1
"response to stress","Tyrosine-protein kinase TIE-2",291,1
"signal transduction","Tyrosine-protein kinase TIE-2",291,1
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 1",225,0
"cell differentiation","Vascular endothelial growth factor receptor 1",225,0
"cell motility","Vascular endothelial growth factor receptor 1",225,0
"cellular protein modification process","Vascular endothelial growth factor receptor 1",225,0
"embryo development","Vascular endothelial growth factor receptor 1",225,0
"immune system process","Vascular endothelial growth factor receptor 1",225,0
"locomotion","Vascular endothelial growth factor receptor 1",225,0
"multicellular organismal development","Vascular endothelial growth factor receptor 1",225,0
"phosphorylation","Vascular endothelial growth factor receptor 1",225,0
"positive regulation of catalytic activity","Vascular endothelial growth factor receptor 1",225,0
"response to stress","Vascular endothelial growth factor receptor 1",225,0
"signal transduction","Vascular endothelial growth factor receptor 1",225,0
"anatomical structure development","Vascular endothelial growth factor receptor 2",1515,3
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 2",1515,3
"cell differentiation","Vascular endothelial growth factor receptor 2",1515,3
"cell motility","Vascular endothelial growth factor receptor 2",1515,3
"cellular protein modification process","Vascular endothelial growth factor receptor 2",1515,3
"embryo development","Vascular endothelial growth factor receptor 2",1515,3
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",1515,3
"immune system process","Vascular endothelial growth factor receptor 2",1515,3
"multicellular organismal development","Vascular endothelial growth factor receptor 2",1515,3
"phosphorylation","Vascular endothelial growth factor receptor 2",1515,3
"signal transduction","Vascular endothelial growth factor receptor 2",1515,3
"symbiosis, encompassing mutualism through parasitism","Vascular endothelial growth factor receptor 2",1515,3
