"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cell differentiation","Tyrosine-protein kinase FYN",84,0
"cell morphogenesis","Tyrosine-protein kinase FYN",84,0
"cell motility","Tyrosine-protein kinase FYN",84,0
"cell proliferation","Tyrosine-protein kinase FYN",84,0
"cellular protein modification process","Tyrosine-protein kinase FYN",84,0
"immune system process","Tyrosine-protein kinase FYN",84,0
"lipid metabolic process","Tyrosine-protein kinase FYN",84,0
"locomotion","Tyrosine-protein kinase FYN",84,0
"multicellular organismal development","Tyrosine-protein kinase FYN",84,0
"neurological system process","Tyrosine-protein kinase FYN",84,0
"phosphorylation","Tyrosine-protein kinase FYN",84,0
"positive regulation of catalytic activity","Tyrosine-protein kinase FYN",84,0
"regulation of protein localization","Tyrosine-protein kinase FYN",84,0
"response to stress","Tyrosine-protein kinase FYN",84,0
"signal transduction","Tyrosine-protein kinase FYN",84,0
"symbiosis, encompassing mutualism through parasitism","Tyrosine-protein kinase FYN",84,0
"transport","Tyrosine-protein kinase FYN",84,0
"vesicle-mediated transport","Tyrosine-protein kinase FYN",84,0
"anatomical structure development","Vascular endothelial growth factor receptor 2",2535,4
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 2",2535,4
"cell differentiation","Vascular endothelial growth factor receptor 2",2535,4
"cell motility","Vascular endothelial growth factor receptor 2",2535,4
"cellular protein modification process","Vascular endothelial growth factor receptor 2",2535,4
"embryo development","Vascular endothelial growth factor receptor 2",2535,4
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",2535,4
"immune system process","Vascular endothelial growth factor receptor 2",2535,4
"multicellular organismal development","Vascular endothelial growth factor receptor 2",2535,4
"phosphorylation","Vascular endothelial growth factor receptor 2",2535,4
"signal transduction","Vascular endothelial growth factor receptor 2",2535,4
"symbiosis, encompassing mutualism through parasitism","Vascular endothelial growth factor receptor 2",2535,4
"cellular protein modification process","c-Jun N-terminal kinase 1",587,0
"membrane organization","c-Jun N-terminal kinase 1",587,0
"mitochondrion organization","c-Jun N-terminal kinase 1",587,0
"phosphorylation","c-Jun N-terminal kinase 1",587,0
"positive regulation of apoptotic process","c-Jun N-terminal kinase 1",587,0
"positive regulation of catalytic activity","c-Jun N-terminal kinase 1",587,0
"regulation of protein localization","c-Jun N-terminal kinase 1",587,0
"response to stress","c-Jun N-terminal kinase 1",587,0
"signal transduction","c-Jun N-terminal kinase 1",587,0
"transport","c-Jun N-terminal kinase 1",587,0
